,start,end,width,gene_id,direction,names
736,665,674,10,178702,-,nhr-18
737,591,600,10,178700,-,nhr-128
738,5,14,10,185729,-,nhr-133
739,162,171,10,185740,-,nhr-142
740,290,299,10,185907,-,nhr-185
741,428,437,10,185912,-,nhr-188
742,448,457,10,185912,-,nhr-188
743,29,38,10,178035,-,nhr-7
744,699,708,10,186410,-,nhr-266
745,235,244,10,3565118,-,nhr-283
746,624,633,10,180098,-,nhr-193
747,720,729,10,175167,-,nhr-80
748,194,203,10,179589,-,nhr-68
749,950,959,10,179588,-,nhr-101
750,261,270,10,191720,-,nhr-38
751,247,256,10,174066,-,nhr-22
752,211,220,10,187053,-,nhr-196
753,378,387,10,187053,-,nhr-196
754,216,225,10,187056,-,nhr-198
755,793,802,10,187178,-,nhr-32
756,13,22,10,181491,-,nhr-71
757,250,259,10,181491,-,nhr-71
758,105,114,10,187410,-,nhr-203
759,912,921,10,187410,-,nhr-203
760,944,953,10,187410,-,nhr-203
761,225,234,10,187520,-,nhr-125
762,816,825,10,187716,-,nhr-269
763,576,585,10,181783,-,nhr-1
764,374,383,10,187830,-,nhr-210
765,682,691,10,178573,-,nhr-58
766,116,125,10,187964,-,nhr-212
767,520,529,10,180560,-,nhr-40
768,217,226,10,178813,-,nhr-57
769,345,354,10,188172,-,nhr-213
770,602,611,10,180062,-,nhr-102
771,283,292,10,188212,-,nhr-26
772,726,735,10,188330,-,nhr-217
773,67,76,10,188451,-,nhr-273
774,109,118,10,188451,-,nhr-273
775,702,711,10,188828,-,nhr-222
776,147,156,10,188826,-,nhr-221
777,299,308,10,188934,-,nhr-223
778,603,612,10,180265,-,nhr-79
779,214,223,10,178707,-,nhr-59
780,185,194,10,191001,-,nhr-229
781,118,127,10,189442,-,nhr-230
782,132,141,10,189442,-,nhr-230
783,118,127,10,179426,-,nhr-232
784,969,978,10,189663,-,nhr-234
785,172,181,10,180254,-,nhr-95
786,913,922,10,6418682,-,nhr-146
787,617,626,10,176972,-,nhr-87
788,646,655,10,176972,-,nhr-87
789,188,197,10,176971,-,nhr-92
790,85,94,10,178651,-,nhr-110
791,261,270,10,189970,-,nhr-237
792,851,860,10,178696,-,nhr-13
793,274,283,10,180115,-,nhr-112
794,126,135,10,190581,-,nhr-276
795,430,439,10,191718,-,nhr-9
796,647,656,10,191718,-,nhr-9
797,418,427,10,191322,-,nhr-33
798,686,695,10,178577,-,nhr-90
799,141,150,10,191205,-,nhr-253
800,318,327,10,191205,-,nhr-253
801,140,149,10,191206,-,nhr-254
802,87,96,10,178915,-,B0238.11
803,94,103,10,178915,-,B0238.11
804,485,494,10,178915,-,B0238.11
805,156,165,10,174392,-,prx-5
806,2,11,10,3564865,-,C46H3.2
807,31,40,10,3564865,-,C46H3.2
808,107,116,10,173293,-,eya-1
809,391,400,10,178064,-,H02I12.5
810,101,110,10,181539,-,sel-7
811,184,193,10,176376,-,ech-6
812,370,379,10,174837,-,Y17G7B.20
813,568,577,10,186391,-,F56E10.1
814,591,600,10,186391,-,F56E10.1
815,192,201,10,madf-7,-,madf-7
816,590,599,10,madf-7,-,madf-7
817,426,435,10,190192,-,hsf-2
818,549,558,10,181882,-,B0250.4
819,458,467,10,191202,-,nhr-278
